1,-1.4281117,1.5231861,-0.1795277
2,-0.56345797,1.0167215,1.0523846
3,-0.94034976,0.69849735,-0.8234458
4,-0.76572251,0.068538114,-0.95157617
5,0.45092314,-1.9133558,-2.053581
6,0.93885678,0.69451725,-0.094853736
7,1.1135234,-0.42505574,-1.6341194
8,0.0850446,-0.40189213,-0.41892558
9,0.24479857,-0.29727748,-0.92087781
10,1.1635715,-0.26527232,0.69668996
11,1.3648285,-0.92011493,1.9234139
12,1.605852,-1.2784204,0.5767256
13,0.79186654,-1.0538507,1.0606296
14,1.2104644,-1.2715538,1.1276593
15,0.70714027,-0.69724655,-0.061959919
16,1.718624,-1.461251,-0.28180823
