.85450071,.030705383,.0075356555,.0008788777
.02583137,.017110948,.0037442606,.000042894684
0,0,.059451103,.00012713997
.76631528,.034026228,.010745407,.0014197279
.030379202,.025934093,.0048708208,.00029320648
0,0,.12524989,.00076612219
.72823793,.040881958,.011074357,.0014096395
.025964264,.029363904,.01062343,.00031484023
0,0,.14868791,.0034417948
.68869281,.038425311,.011813934,.002164355
.032949198,.02848196,.0097026145,.0013664411
0,0,.18540785,.00099554157
.68869281,.038425311,.011813934,.002164355
.032949198,.02848196,.0097026145,.0013664411
0,0,.18540785,.00099554157
